-5	of the Monkey
-6	of the Eagle
-7	of the Bear
-8	of the Whale
-9	of the Owl
-10	of the Gorilla
-11	of the Falcon
-12	of the Boar
-13	of the Wolf
-14	of the Tiger
-15	of Spirit
-16	of Stamina
-17	of Strength
-18	of Agility
-19	of Intellect
-20	of Power
-21	of Intellect
-22	of Intellect
-23	of Intellect
-24	of Intellect
-25	of Intellect
-26	of Intellect
-27	of Nimbleness
-28	of Stamina
-29	of Eluding
-30	of Spirit
-31	of Arcane Protection
-32	of Fire Protection
-33	of Frost Protection
-34	of Nature Protection
-35	of Shadow Protection
-36	of the Sorcerer
-37	of the Seer
-38	of the Prophet
-39	of the Invoker
-40	of the Bandit
-41	of the Beast
-42	of the Elder
-43	of the Soldier
-44	of the Elder
-45	of the Champion
-46	of the Test
-47	of Blocking
-48	of Paladin Testing
-49	of the Grove
-50	of the Hunt
-51	of the Mind
-52	of the Crusade
-53	of the Vision
-54	of the Ancestor
-55	of the Nightmare
-56	of the Battle
-57	of the Shadow
-58	of the Sun
-59	of the Moon
-60	of the Wild
-61	of Intellect
-62	of Strength
-63	of Agility
-64	of Power
-65	of Magic
-66	of the Knight
-67	of the Seer
-68	of the Bear
-69	of the Eagle
-70	of the Ancestor
-71	of the Bandit
-72	of the Battle
-73	of the Elder
-74	of the Beast
-75	of the Champion
-76	of the Grove
-77	of the Knight
-78	of the Monkey
-79	of the Moon
-80	of the Wild
-81	of the Whale
-82	of the Vision
-83	of the Sun
-84	of Stamina
-85	of the Sorcerer
-86	of the Soldier
-87	of the Shadow
-88	of the Foreseer
-89	of the Thief
-90	of the Necromancer
-91	of the Marksman
-92	of the Squire
-93	of Restoration
-94	
-95	
-96	
-97	
-98	
-99	of Speed
-100	of the Principle
-101	of the Sentinel
-102	of the Hero
-103	of the Avatar
-104	of the Embodiment
-105	of the Guardian
-106	of the Defender
-107	of the Exemplar
-108	of the Curator
-109	of the Preserver
-110	of the Elements
-111	of the Paradigm
-112	of the Pattern
-113	of the Essence
-114	of the Flameblaze
-115	of the Archetype
-116	of the Manifestation
-117	of the Incarnation
-118	of the Faultline
-119	of the Ideal
-120	of the Earthshaker
-121	of the Landslide
-122	of the Earthfall
-123	of the Earthbreaker
-124	of the Mountainbed
-125	of the Bedrock
-126	of the Substratum
-127	of the Bouldercrag
-128	of the Rockslab
-129	of the Wildfire
-130	of the Fireflash
-131	of the Undertow
-132	of the Wavecrest
-133	of the Stormblast
-134	of the Galeburst
-135	of the Windflurry
-136	of the Zephyr
-137	of the Windstorm
-138	of the Feverflare
-139	of the Mercenary
-140	of the Wraith
-141	of the Wind
-142	of the Master
-143	of the Scorpion
-144	of the Shark
-145	of the Panther
-146	Crit/Mastery (40/60)
-147	of the Shark
-148	Crit/Spirit (40/60)
-149	of the Scorpion
-150	of the Panther
-151	of the Wind
-152	of the Master
-153	of the Wraith
-154	of the Shark
-155	of the Scorpion
-156	of the Wraith
-157	of the Panther
-158	of the Wind
-159	of the Master
-160	of the Mongoose
-161	of Storms
-162	of Flames
-163	of the Mongoose
-164	of Storms
-165	of Flames
-166	of the Mongoose
-167	of Storms
-168	of Flames
-169	of the Landslide
-170	of the Earthshaker
-171	of the Earthfall
-172	of the Faultline
-173	of the Earthshaker
-174	of the Landslide
-175	of the Earthfall
-176	of the Faultline
-177	of the Bedrock
-178	of the Bouldercrag
-179	of the Rockslab
-180	of the Bedrock
-181	of the Bouldercrag
-182	of the Rockslab
-183	of the Wildfire
-184	of the Flameblaze
-185	of the Fireflash
-186	of the Feverflare
-187	of the Undertow
-188	of the Wavecrest
-189	of the Wildfire
-190	of the Flameblaze
-191	of the Fireflash
-192	of the Feverflare
-193	of the Undertow
-194	of the Wavecrest
-195	of the Stormblast
-196	of the Windflurry
-197	of the Windstorm
-198	of the Zephyr
-199	of the Stormblast
-200	of the Windflurry
-201	of the Windstorm
-202	of the Zephyr
-203	of the Earthshaker
-204	of the Landslide
-205	of the Earthfall
-206	of the Faultline
-207	of the Bedrock
-208	of the Bouldercrag
-209	of the Rockslab
-210	of the Wildfire
-211	of the Flameblaze
-212	of the Fireflash
-213	of the Feverflare
-214	of the Undertow
-215	of the Wavecrest
-216	of the Stormblast
-217	of the Windflurry
-218	of the Windstorm
-219	of the Zephyr
-220	of the Earthshaker
-221	of the Landslide
-222	of the Earthfall
-223	of the Faultline
-224	of the Bedrock
-225	of the Bouldercrag
-226	of the Rockslab
-227	of the Wildfire
-228	of the Flameblaze
-229	of the Fireflash
-230	of the Feverflare
-231	of the Undertow
-232	of the Wavecrest
-233	of the Stormblast
-234	of the Windflurry
-235	of the Windstorm
-236	of the Zephyr
-260	of the Wildfire
-261	of the Flameblaze
-262	of the Feverflare
-263	of the Undertow
-264	of the Wavecrest
-265	of the Wildfire
-266	of the Flameblaze
-267	of the Fireflash
-268	of the Feverflare
-269	of the Undertow
-270	of the Wavecrest
-271	of the Fireflash
-272	of the Bedrock
-273	of the Bouldercrag
-274	of the Rockslab
-275	of the Bedrock
-276	of the Bouldercrag
-277	of the Rockslab
-278	of the Wildfire
-279	of the Flameblaze
-280	of the Fireflash
-281	of the Feverflare
-282	of the Undertow
-283	of the Wavecrest
-284	of the Fireflash
-285	of the Feverflare
-286	of the Undertow
-287	of the Wavecrest
-288	of the Stormblast
-289	of the Windflurry
-290	of the Windstorm
-291	of the Zephyr
-292	of the Stormblast
-293	of the Windflurry
-294	of the Windstorm
-295	of the Zephyr
-296	TMP of Hit
-297	TMP of Crit
-298	TMP of Str/Hit
-299	TMP of Agi/Hit
-300	TMP of Int/Hit
-301	TMP of Stam/Hit
-302	TMP of Str/Crit
-303	TMP of Agi/Crit
-304	TMP of Stam/Crit
-305	TMP of Str/Dodge
-306	TMP of Str/Haste
-307	TMP of Agi/Haste
-308	TMP of Int/Haste
-309	TMP of Stam/Haste
-310	TMP of Parry
-311	TMP of Expertise
-312	TMP of Str/Exp
-313	TMP of Dodge/Parry
-314	TMP of Agi/Exp
-315	TMP of Stam/Exp
-316	TMP of Str/Parry
-317	of Nature Protection
-318	of Arcane Protection
-319	of Fire Protection
-320	of Frost Protection
-321	of Shadow Protection
-324	of Arcane Resistance
-325	of Dodge
-326	of Fire Resistance
-327	of Frost Resistance
-328	of Nature Resistance
-329	of Shadow Resistance
-330	of Restoration
-331	of Striking
-332	of Sorcery
-333	
-336	
-337	
-338	
-339	
-340	
-341	
-342	
-343	
-344	of the Decimator
-345	of the Unerring
-346	of the Adroit
-347	of the Savant
-348	of the Impatient
-349	of the Bladewall
-350	of the Untouchable
-351	of the Pious
-352	of the Landslide
-353	of the Stormblast
-354	of the Galeburst
-355	of the Windflurry
-356	of the Windstorm
-357	of the Zephyr
-358	of the Wildfire
-359	of the Flameblaze
-360	of the Fireflash
-361	of the Feverflare
-362	of the Undertow
-363	of the Wavecrest
-364	of the Earthbreaker
-365	of the Faultline
-366	of the Mountainbed
-367	of the Bedrock
-368	of the Bouldercrag
-369	of the Rockslab
-370	of the Earthshaker
-371	of the Earthfall
-377	of the Decimator
-378	of the Unerring
-379	of the Adroit
-380	of the Savant
-381	of the Impatient
-382	of the Bladewall
-383	of the Untouchable
-384	of the Pious
-385	of the Landslide
-386	of the Stormblast
-387	of the Galeburst
-388	of the Windflurry
-389	of the Windstorm
-390	of the Zephyr
-391	of the Wildfire
-392	of the Flameblaze
-393	of the Fireflash
-394	of the Feverflare
-395	of the Undertow
-396	of the Wavecrest
-397	of the Earthbreaker
-398	of the Faultline
-399	of the Mountainbed
-400	of the Bedrock
-401	of the Bouldercrag
-402	of the Rockslab
-403	of the Earthshaker
-404	of the Earthfall
-405	of the Decimator
-406	of the Unerring
-407	of the Adroit
-408	of the Savant
-409	of the Impatient
-410	of the Bladewall
-411	of the Untouchable
-412	of the Pious
-413	of the Landslide
-414	of the Stormblast
-415	of the Galeburst
-416	of the Windflurry
-417	of the Windstorm
-418	of the Zephyr
-419	of the Wildfire
-420	of the Flameblaze
-421	of the Fireflash
-422	of the Feverflare
-423	of the Undertow
-424	of the Wavecrest
-425	of the Earthbreaker
-426	of the Faultline
-427	of the Mountainbed
-428	of the Bedrock
-429	of the Bouldercrag
-430	of the Rockslab
-431	of the Earthshaker
-432	of the Earthfall
-433	of the Decimator
-434	of the Unerring
-435	of the Adroit
-436	of the Savant
-437	of the Impatient
-438	of the Bladewall
-439	of the Untouchable
-440	of the Pious
-441	of the Landslide
-442	of the Stormblast
-443	of the Galeburst
-444	of the Windflurry
-445	of the Windstorm
-446	of the Zephyr
-447	of the Wildfire
-448	of the Flameblaze
-449	of the Fireflash
-450	of the Feverflare
-451	of the Undertow
-452	of the Wavecrest
-453	of the Earthbreaker
-454	of the Faultline
-455	of the Mountainbed
-456	of the Bedrock
-457	of the Bouldercrag
-458	of the Rockslab
-459	of the Earthshaker
-460	of the Earthfall
-461	of the Decimator
-462	of the Unerring
-463	of the Adroit
-464	of the Savant
-465	of the Impatient
-466	of the Bladewall
-467	of the Untouchable
-468	of the Pious
-469	of the Landslide
-470	of the Stormblast
-471	of the Galeburst
-472	of the Windflurry
-473	of the Windstorm
-474	of the Zephyr
-475	of the Wildfire
-476	of the Flameblaze
-477	of the Fireflash
-478	of the Feverflare
-479	of the Undertow
-480	of the Wavecrest
-481	of the Earthbreaker
-482	of the Faultline
-483	of the Mountainbed
-484	of the Bedrock
-485	of the Bouldercrag
-486	of the Rockslab
-487	of the Earthshaker
-488	of the Earthfall
5	of Intellect
6	of Strength
14	of Agility
15	of Stamina
16	of Spirit
17	of Agility
18	of Agility
19	of Stamina
22	of Stamina
23	of Strength
24	of Strength
25	of Intellect
26	of Intellect
27	of Spirit
28	of Spirit
29	of Toughness
30	of Toughness
31	of Toughness
32	of Quality
33	of Quality
34	of Quality
39	of Proficiency
40	of Proficiency
41	of Proficiency
42	of Proficiency
43	of Proficiency
44	of Proficiency
45	of Proficiency
46	of Proficiency
47	of Proficiency
48	of Defense
49	of Beast Slaying
50	of Retaliation
51	of Critical Strike
52	of Proficiency
53	of Proficiency
54	of Proficiency
56	of Proficiency
57	of Proficiency
58	of Proficiency
59	of Proficiency
60	of Proficiency
62	of Defense
63	of Proficiency
64	of Beast Slaying
65	of Retaliation
66	of Proficiency
67	of Proficiency
68	of Proficiency
69	of Proficiency
70	of Proficiency
71	of Proficiency
72	of Proficiency
73	of Proficiency
74	of Defense
75	of Proficiency
76	of Beast Slaying
77	of Retaliation
78	of Critical Strike
79	of Toughness
80	of Quality
81	of Proficiency
82	of Proficiency
83	of Proficiency
84	of Proficiency
85	of Proficiency
86	of Proficiency
87	of Proficiency
88	of Proficiency
89	of Defense
90	of Proficiency
91	of Beast Slaying
92	of Retaliation
93	of Agility
94	of Intellect
95	of Spirit
96	of Stamina
97	of Strength
98	of Toughness
99	of Quality
100	of Proficiency
101	of Proficiency
102	of Proficiency
103	of Proficiency
104	of Proficiency
105	of Proficiency
106	of Proficiency
107	of Proficiency
108	of Defense
109	of Proficiency
110	of Beast Slaying
111	of Agility
112	of Intellect
113	of Spirit
114	of Stamina
115	of Strength
116	of Critical Strike
117	of Twain
118	of Toughness
119	of Quality
120	of Proficiency
121	of Proficiency
122	of Proficiency
123	of Proficiency
124	of Proficiency
125	of Proficiency
126	of Proficiency
127	of Proficiency
128	of Defense
129	of Proficiency
130	of Beast Slaying
131	of Retaliation
132	of Agility
133	of Intellect
134	of Spirit
135	of Stamina
136	of Strength
137	of Toughness
138	of Quality
139	of Proficiency
140	of Proficiency
141	of Proficiency
142	of Proficiency
143	of Proficiency
144	of Proficiency
145	of Proficiency
146	of Proficiency
147	of Proficiency
148	of Proficiency
149	of Beast Slaying
150	of Retaliation
151	of Agility
152	of Intellect
153	of Spirit
154	of Stamina
155	of Strength
156	of Critical Strike
167	
168	
171	
172	
173	
174	
175	
176	
177	
178	
179	
180	
181	
182	
183	
184	
185	
186	
187	
188	
189	
190	
191	
192	
193	
194	
195	
196	
197	
198	
207	
210	
211	
212	
213	
214	
215	
216	
217	
218	
219	
220	
227	
228	
229	
231	
232	
233	
234	
235	
236	
237	
238	
247	
248	
249	
250	
251	
252	
253	
254	
255	
256	
267	
287	of Stamina
307	of Strength
308	of Strength
309	of Strength
310	of Strength
311	of Strength
312	of Strength
313	of Strength
314	of Strength
315	of Strength
316	of Strength
317	of Strength
318	of Strength
319	of Strength
320	of Strength
321	of Strength
322	of Strength
323	of Strength
324	of Strength
325	of Strength
326	of Strength
327	of Strength
328	of Strength
329	of Strength
330	of Strength
331	of Strength
332	of Strength
333	of Stamina
334	of Stamina
335	of Stamina
336	of Stamina
337	of Stamina
338	of Stamina
339	of Stamina
340	of Stamina
341	of Stamina
342	of Stamina
343	of Stamina
344	of Stamina
345	of Stamina
346	of Stamina
347	of Stamina
348	of Stamina
349	of Stamina
350	of Stamina
351	of Stamina
352	of Stamina
353	of Stamina
354	of Stamina
355	of Stamina
356	of Stamina
357	of Stamina
358	of Agility
359	of Agility
360	of Agility
361	of Agility
362	of Agility
363	of Agility
364	of Agility
365	of Agility
366	of Agility
367	of Agility
368	of Agility
369	of Agility
370	of Agility
371	of Agility
372	of Agility
373	of Agility
374	of Agility
375	of Agility
376	of Agility
377	of Agility
378	of Agility
379	of Agility
380	of Agility
381	of Agility
382	of Agility
383	of Intellect
384	of Intellect
385	of Intellect
386	of Intellect
387	of Intellect
388	of Intellect
389	of Intellect
390	of Intellect
391	of Intellect
392	of Intellect
393	of Intellect
394	of Intellect
395	of Intellect
396	of Intellect
397	of Intellect
398	of Intellect
399	of Intellect
400	of Intellect
401	of Intellect
402	of Intellect
403	of Intellect
404	of Intellect
405	of Intellect
406	of Intellect
407	of Intellect
408	of Intellect
409	of Spirit
410	of Spirit
411	of Spirit
412	of Spirit
413	of Spirit
414	of Spirit
415	of Spirit
416	of Spirit
417	of Spirit
418	of Spirit
419	of Spirit
420	of Spirit
421	of Spirit
422	of Spirit
423	of Spirit
424	of Spirit
425	of Spirit
426	of Spirit
427	of Spirit
428	of Spirit
429	of Spirit
430	of Spirit
431	of Spirit
432	of Spirit
433	of Spirit
434	of Spirit
435	of the Falcon
436	of the Falcon
437	of the Falcon
438	of the Falcon
439	of the Falcon
440	of the Falcon
441	of the Falcon
442	of the Falcon
443	of the Falcon
444	of the Falcon
445	of the Falcon
446	of the Falcon
447	of the Falcon
448	of the Falcon
449	of the Falcon
450	of the Falcon
451	of the Falcon
452	of the Falcon
453	of the Falcon
454	of the Falcon
455	of the Falcon
456	of the Falcon
457	of the Falcon
458	of the Falcon
459	of the Falcon
460	of the Falcon
461	of the Falcon
462	of the Falcon
463	of the Falcon
464	of the Falcon
465	of the Falcon
466	of the Falcon
467	of the Falcon
468	of the Falcon
469	of the Falcon
470	of the Falcon
471	of the Falcon
472	of the Falcon
473	of the Falcon
474	of the Falcon
475	of the Falcon
476	of the Falcon
477	of the Falcon
478	of the Falcon
479	of the Falcon
480	of the Falcon
481	of the Falcon
482	of the Falcon
483	of the Falcon
484	of the Falcon
485	of the Falcon
486	of the Falcon
487	of the Falcon
488	of the Falcon
489	of the Falcon
490	of the Falcon
491	of the Falcon
492	of the Falcon
493	of the Falcon
494	of the Falcon
495	of the Falcon
496	of the Falcon
497	of the Falcon
498	of the Falcon
499	of the Falcon
500	of the Falcon
501	of the Wolf
502	of the Wolf
503	of the Wolf
504	of the Wolf
505	of the Wolf
506	of the Wolf
507	of the Wolf
508	of the Wolf
509	of the Wolf
510	of the Wolf
511	of the Wolf
512	of the Wolf
513	of the Wolf
514	of the Wolf
515	of the Wolf
516	of the Wolf
517	of the Wolf
518	of the Wolf
519	of the Wolf
520	of the Wolf
521	of the Wolf
522	of the Wolf
523	of the Wolf
524	of the Wolf
525	of the Wolf
526	of the Wolf
527	of the Wolf
528	of the Wolf
529	of the Wolf
530	of the Wolf
531	of the Wolf
532	of the Wolf
533	of the Wolf
534	of the Wolf
535	of the Wolf
536	of the Wolf
537	of the Wolf
538	of the Wolf
539	of the Wolf
540	of the Wolf
541	of the Wolf
542	of the Wolf
543	of the Wolf
544	of the Wolf
545	of the Wolf
546	of the Wolf
547	of the Wolf
548	of the Wolf
549	of the Wolf
550	of the Wolf
551	of the Wolf
552	of the Wolf
553	of the Wolf
554	of the Wolf
555	of the Wolf
556	of the Wolf
557	of the Wolf
558	of the Wolf
559	of the Wolf
560	of the Wolf
561	of the Wolf
562	of the Wolf
563	of the Wolf
564	of the Wolf
565	of the Wolf
566	of the Wolf
567	of the Wolf
568	of the Wolf
569	of the Wolf
570	of the Wolf
571	of the Wolf
572	of the Wolf
573	of the Wolf
574	of the Wolf
575	of the Wolf
576	of the Wolf
577	of the Wolf
578	of the Wolf
579	of the Wolf
580	of the Wolf
581	of the Wolf
582	of the Wolf
583	of the Wolf
584	of the Monkey
585	of the Monkey
586	of the Monkey
587	of the Monkey
588	of the Monkey
589	of the Monkey
590	of the Monkey
591	of the Monkey
592	of the Monkey
593	of the Monkey
594	of the Monkey
595	of the Monkey
596	of the Monkey
597	of the Monkey
598	of the Monkey
599	of the Monkey
600	of the Monkey
601	of the Monkey
602	of the Monkey
603	of the Monkey
604	of the Monkey
605	of the Monkey
606	of the Monkey
607	of the Monkey
608	of the Monkey
609	of the Monkey
610	of the Monkey
611	of the Monkey
612	of the Monkey
613	of the Monkey
614	of the Monkey
615	of the Monkey
616	of the Monkey
617	of the Monkey
618	of the Monkey
619	of the Monkey
620	of the Monkey
621	of the Monkey
622	of the Monkey
623	of the Monkey
624	of the Monkey
625	of the Monkey
626	of the Monkey
627	of the Monkey
628	of the Monkey
629	of the Monkey
630	of the Monkey
631	of the Monkey
632	of the Monkey
633	of the Monkey
634	of the Monkey
635	of the Monkey
636	of the Monkey
637	of the Monkey
638	of the Monkey
639	of the Monkey
640	of the Monkey
641	of the Monkey
642	of the Monkey
643	of the Monkey
644	of the Monkey
645	of the Monkey
646	of the Monkey
647	of the Monkey
648	of the Monkey
649	of the Monkey
650	of the Monkey
651	of the Monkey
652	of the Monkey
653	of the Monkey
654	of the Monkey
655	of the Monkey
656	of the Monkey
657	of the Monkey
658	of the Monkey
659	of the Monkey
660	of the Monkey
661	of the Monkey
662	of the Monkey
663	of the Monkey
664	of the Monkey
665	of the Monkey
666	of the Monkey
667	of the Monkey
668	of the Monkey
669	of the Tiger
670	of the Tiger
671	of the Tiger
672	of the Tiger
673	of the Tiger
674	of the Tiger
675	of the Tiger
676	of the Tiger
677	of the Tiger
678	of the Tiger
679	of the Tiger
680	of the Tiger
681	of the Tiger
682	of the Tiger
683	of the Tiger
684	of the Tiger
685	of the Tiger
686	of the Tiger
687	of the Tiger
688	of the Tiger
689	of the Tiger
690	of the Tiger
691	of the Tiger
692	of the Tiger
693	of the Tiger
694	of the Tiger
695	of the Tiger
696	of the Tiger
697	of the Tiger
698	of the Tiger
699	of the Tiger
700	of the Tiger
701	of the Tiger
702	of the Tiger
703	of the Tiger
704	of the Tiger
705	of the Tiger
706	of the Tiger
707	of the Tiger
708	of the Tiger
709	of the Tiger
710	of the Tiger
711	of the Tiger
712	of the Tiger
713	of the Tiger
714	of the Tiger
715	of the Tiger
716	of the Tiger
